created_at,lang,author_id,text,id
2022-09-09T23:55:37.000Z,en,427743501,RT @OceanaEurope: New report published by Oceana &amp; @SeasAtRisk shows #bottomtrawling can be largely replaced in 🇪🇺 by less aggressive fishi…,1568387683097128961
2022-09-09T23:55:35.000Z,en,1096724430087208960,"BYD’s Order Backlog: ~700,000 Vehicles https://t.co/ImXFuX36cj #Tesla #EV #ClimateChange #Renewables #RenewableEnergy",1568387676197507074
2022-09-09T23:55:13.000Z,en,278069561,"RT @el_tragon_de_LA: Not so Fun Fact: Tropical storms are so rare in California, the last one being on September 24, 1939, when a hurricane…",1568387583398522882
2022-09-09T23:54:48.000Z,en,141003933,"RT @NickKristof: We just lost power here at @KristofFarms here in rural Oregon, apparently because @portlandgeneral shut off electrical lin…",1568387476028530689
2022-09-09T23:54:47.000Z,en,71664307,RT @PCarterClimate: When Her Majesty said she was 'irritated' by climate inaction a translation would be 'bloody angry'. VIDEO on link.#cli…,1568387472161374208
2022-09-09T23:54:39.000Z,es,933778596551946241,"RT @ONU_es: Para abordar la crisis climática, debemos lidiar con nuestra adicción al petróleo, el carbón y el gas.

La eliminación gradual…",1568387440745844740
2022-09-09T23:54:09.000Z,en,101835305,RT @ICRicardoLara: Thank you to the powerful advocates who are leading the effort in CA and globally to close the protection gap &amp; help tho…,1568387311968329729
2022-09-09T23:54:00.000Z,en,101835305,RT @ICRicardoLara: Thank you @CAgovernor for signing #AB2238 and joint authors @AsmLuzRivas @AsmEGarciaAD56 @AsmGarcia for your leadership…,1568387275477897217
2022-09-09T23:53:17.000Z,en,1092242415790899200,"@MarshaBlackburn You're confused, Marsha. Californians pulled together and avoided most - not all - of the rolling blackouts caused by the #ClimateChange fueled record #Heatwave.

You're thinking of TEXAS, where the TX @GOP does nothing to prevent multi-day, fatal outages.",1568387096095916038
2022-09-09T23:53:12.000Z,en,4937061,"RT @NickKristof: We just lost power here at @KristofFarms here in rural Oregon, apparently because @portlandgeneral shut off electrical lin…",1568387075308941322
2022-09-09T23:53:09.000Z,en,526125131,RT @anncherie49: #Fauziah just referred to #ClimateChange as “fashionable”. Irresponsible journalism on #ABC @abcnews @BreakfastNews,1568387062604394497
2022-09-09T23:52:54.000Z,en,2860822496,"RT @_WorldSolutions: Ont🇨🇦Kingston
https://t.co/uhjKT2JBdJ
@SustainableKtwn-@timescolonist/@CNNBusiness/@Forbes/@globeandmail #sustainabili…",1568386998666407938
2022-09-09T23:52:53.000Z,en,22380418,"RT @NatashaHallDC: ""As hotter, more-crowded cities become the future of a warming world, a lack of preparedness will only exacerbate the di…",1568386993100410883
2022-09-09T23:52:33.000Z,en,30703145,"RT @PCarterClimate: ATMOSPHERIC CO2 50% HIGHER &amp; INCREASING FAST
NOW HIGHEST IN 4 MILLION YEARS (NOAA)
CERTAIN SUICIDE SCENARIO 
Atmospheri…",1568386910829125633
2022-09-09T23:52:08.000Z,en,825267853,"RT @Trudeaus_Ego: This afternoon, our cabinet meeting is about fighting #ClimateChange.

That's why all 35 members of cabinet flew to the w…",1568386808077258753
2022-09-09T23:52:01.000Z,en,1562160601501052933,"RT @JustStop_Oil: surprise, you’ve been truss’d 👍

@trussliz @10DowningStreet
#CivilResistance #A22Network #JustStopOil #NoNewOil #EnoughIs…",1568386778947796992
2022-09-09T23:51:38.000Z,en,524939820,"RT @NickKristof: We just lost power here at @KristofFarms here in rural Oregon, apparently because @portlandgeneral shut off electrical lin…",1568386681564450817
2022-09-09T23:51:36.000Z,en,36655258,"#ClimateChange is nothing but a #BogusThreat to #ControlHumanity 
#BringBackFossilFuels  #JesseWattersPrimeTime",1568386673888616450
2022-09-09T23:51:04.000Z,en,1091713788066304001,"RT @PCarterClimate: ATMOSPHERIC CO2 50% HIGHER &amp; INCREASING FAST
NOW HIGHEST IN 4 MILLION YEARS (NOAA)
CERTAIN SUICIDE SCENARIO 
Atmospheri…",1568386536634462208
2022-09-09T23:51:03.000Z,en,2397398196,"RT @Trudeaus_Ego: This afternoon, our cabinet meeting is about fighting #ClimateChange.

That's why all 35 members of cabinet flew to the w…",1568386532657995777
2022-09-09T23:50:58.000Z,en,3740710815,"RT @UNenvoyMM: Words cannot help us fight #ClimateChange, we need immediate #ClimateAction.

At the #EgyptICF “from pledges to implementati…",1568386512227647488
2022-09-09T23:50:39.000Z,en,1339821457,✅Europe’s Energy Crisis Will Be Short-Lived &amp; Reap Benefits‼️https://t.co/BliTvbXtNt #climatechange #environment #sustainability #nature #globalwarming #savetheplanet #climate #climatecrisis #ecofriendly #climateaction #zerowaste #sustainable #earth #gogreen #climatechangeisreal https://t.co/JllL5j9bi1,1568386431038406657
2022-09-09T23:50:16.000Z,en,997850973266587648,RT @MaryJoe38642126: .@BLMNational continues to #roundup #wildhorses using #overpopulation &amp; #drought as #excuses. TRUTH: #Cattle are #over…,1568386335693762561
2022-09-09T23:49:42.000Z,en,1564634114313097218,RT @JBCOOKS: PORTRAITS OF CHANGE is an important video series featuring small-scale fishers and #bluefoods workers on the front lines of #c…,1568386192693170176
2022-09-09T23:49:36.000Z,en,1132791264242307073,RT @anncherie49: #Fauziah just referred to #ClimateChange as “fashionable”. Irresponsible journalism on #ABC @abcnews @BreakfastNews,1568386167426646016
2022-09-09T23:49:35.000Z,en,873549948733845506,"RT @LEAD_Coalition: Cleaner air may reduce #Alzheimers risk https://t.co/1zeOKEczCG

#dementia #environment #ClimateChange https://t.co/Q6G…",1568386164901695488
2022-09-09T23:49:32.000Z,en,286980191,"RT @NickKristof: We just lost power here at @KristofFarms here in rural Oregon, apparently because @portlandgeneral shut off electrical lin…",1568386150540230656
2022-09-09T23:49:29.000Z,en,301019006,RT @AllanMargolin: GQP Ostriches STILL Don't Recognize #ClimateChange by @Patbagley https://t.co/TfVkul1GDP,1568386139446452225
2022-09-09T23:49:21.000Z,en,1125835841358696453,"RT @Trudeaus_Ego: This afternoon, our cabinet meeting is about fighting #ClimateChange.

That's why all 35 members of cabinet flew to the w…",1568386103823974400
2022-09-09T23:49:08.000Z,en,1038808555,America’s newest houses face a heightened risk of wildfire https://t.co/QxIeU2sLSn #Investing #NewsBrief #Select #climatechange #climatecheck https://t.co/uBI6tTMOeO,1568386052326563840
2022-09-09T23:49:06.000Z,en,1167167109450723328,"RT @DEATHBALL13: Let's not forget good old #CharlieChester and the propaganda machine @CNN.
#ClimateChange #FakeNews #DemocratsAreDestroyin…",1568386040871919616
2022-09-09T23:48:47.000Z,en,1553680586883096576,"Renewable News by Sven.

#svenvanzanten #solar #renewables #climatechange #sustainability #Environment #Energy #CleanEnergy #electricity #solarenergy #SolarPower #energietransitie #zonnepanelen #klimaat https://t.co/rVLSQkW66z",1568385963122135040
2022-09-09T23:48:16.000Z,en,1178739532704956422,RT @dvdmckay: We’ve got a new paper out on climate #TippingPoints in @ScienceMagazine: “Exceeding 1.5°C global warming could trigger multip…,1568385832402272258
2022-09-09T23:48:10.000Z,en,339716792,How many people can Earth handle? #climatechange #populationgrowth  https://t.co/NU3SmFcxQx,1568385806171262977
2022-09-09T23:48:08.000Z,qht,296233891,"#ClimateChange
#5ClimateTippingPoints https://t.co/jgfT5xZhFI",1568385799678197761
2022-09-09T23:48:05.000Z,en,17004618,"We just lost power here at @KristofFarms here in rural Oregon, apparently because @portlandgeneral shut off electrical lines because of high winds and fire danger. First time I can ever recall losing power to a preventive action to reduce fire risk. #ClimateChange",1568385787330441217
2022-09-09T23:47:57.000Z,en,713867009671491584,"RT @Trudeaus_Ego: This afternoon, our cabinet meeting is about fighting #ClimateChange.

That's why all 35 members of cabinet flew to the w…",1568385753666691073
2022-09-09T23:47:52.000Z,en,1509738199526125581,"RT @Quackpadnow: Here morning article. #ClimateEmergency Zombie Towns 🥲

$ETLG #Earthlingeco delivering knowledges &amp; will for community abo…",1568385734159093760
2022-09-09T23:47:48.000Z,en,219054765,"Is that the same Science that dictates a male and a female are fully interchangeable? Or that a conceived Human Child is a mass of cells?

NEW - #Biden's #ClimateCzar #JohnKerry on #ClimateChange: ""It's not political... It's a universal issue defined by science.""

@disclosetv https://t.co/DIat5IVVT7",1568385716794662913
2022-09-09T23:47:47.000Z,en,1554125013707804672,"Here morning article. #ClimateEmergency Zombie Towns 🥲

$ETLG #Earthlingeco delivering knowledges &amp; will for community about global warming &amp; climatechange.

https://t.co/1B6clxwZrq

#RichQUACK
$QUACK
#QUACKarmy
#Earthlingwarriors
#Web3
#NFTs

https://t.co/AZ7yzDCD6g https://t.co/OL3r60bPaA",1568385710687940609
2022-09-09T23:47:16.000Z,en,1223421798802436096,"RT @EpochOpinion: Opinion💭by Roger L. Simon

The minute they switched “#GlobalWarming” to “#ClimateChange,” you knew they were lying.

And…",1568385581750550529
2022-09-09T23:47:02.000Z,en,274045769,@PatKelly1158 He may be even more powerful in bringing foreign leaders into dealing with #ClimateChange.,1568385521319309312
2022-09-09T23:46:46.000Z,en,347334263,"Save on GREEN Hosting from HostGator! Use 25% OFF COUPON CODE: ""Get25OffHG"" https://t.co/HLk3yp1Muu #webhost #webhosting #climatechange",1568385454378221569
2022-09-09T23:46:31.000Z,en,1487430991501303809,"RT @DEATHBALL13: Let's not forget good old #CharlieChester and the propaganda machine @CNN.
#ClimateChange #FakeNews #DemocratsAreDestroyin…",1568385390909833216
2022-09-09T23:45:25.000Z,en,161559649,RT @dvdmckay: We’ve got a new paper out on climate #TippingPoints in @ScienceMagazine: “Exceeding 1.5°C global warming could trigger multip…,1568385115226796033
2022-09-09T23:44:51.000Z,en,1555446406944591873,"RT @PCarterClimate: TERRIFYING ATMOSPHERIC METHANE
Atmospheric Methane concentration,nearly triple pre-industrial methane, is increasing at…",1568384971483529218
2022-09-09T23:44:29.000Z,en,15031724,New satellite images reveal largest Pakistani lake overflowing #ClimateChange #Pakistan #Floods | Space - https://t.co/nlAdsnjHvO,1568384880530309120
2022-09-09T23:44:00.000Z,en,456865788,GQP Ostriches STILL Don't Recognize #ClimateChange by @Patbagley https://t.co/TfVkul1GDP,1568384758219886592
2022-09-09T23:43:33.000Z,qme,126075164,RT @tim39941098: #ClimateStrike #savetheplanet #savethetrees #climateaction #thereisnoplanetb #waterpollution #noplanetb #climate #climatec…,1568384645888106497
2022-09-09T23:43:28.000Z,qht,1511384414688751623,#climatechange https://t.co/S1J0xHPKqA,1568384625130745856
2022-09-09T23:43:03.000Z,en,1062349588856819713,RT @lynn_of_cait: The GOP claims it’s just a hoax or climate hysteria. But this is the same exact spot in the Arctic ocean photographed 105…,1568384520461631489
2022-09-09T23:42:57.000Z,en,1436140150921183267,RT @anncherie49: #Fauziah just referred to #ClimateChange as “fashionable”. Irresponsible journalism on #ABC @abcnews @BreakfastNews,1568384496709554177
2022-09-09T23:42:36.000Z,en,1131377111854342147,RT @anncherie49: #Fauziah just referred to #ClimateChange as “fashionable”. Irresponsible journalism on #ABC @abcnews @BreakfastNews,1568384408612409346
2022-09-09T23:42:32.000Z,en,1490782775582273536,RT @anncherie49: #Fauziah just referred to #ClimateChange as “fashionable”. Irresponsible journalism on #ABC @abcnews @BreakfastNews,1568384389675118592
2022-09-09T23:42:00.000Z,en,1366237165982605312,RT @anncherie49: #Fauziah just referred to #ClimateChange as “fashionable”. Irresponsible journalism on #ABC @abcnews @BreakfastNews,1568384257437073410
2022-09-09T23:41:57.000Z,en,3301926908,Three ways #CLIMATE change makes adventure tourism riskier https://t.co/x1jRwNDWb2  #GlobalWarming #climatechange,1568384244946182148
2022-09-09T23:41:33.000Z,en,1047856910463111168,RT @TX_Climate: #climatechange costs continue to mount: this year’s scorching heat cost Texas cotton farmers and industries at least $2 bil…,1568384144605847554
2022-09-09T23:41:28.000Z,en,3111226033,Three ways #CLIMATE change makes adventure tourism riskier https://t.co/mPppaDwHnD #GPWX #GlobalWarming #climatechange,1568384122443251712
2022-09-09T23:41:03.000Z,en,1034284633,RT @anncherie49: #Fauziah just referred to #ClimateChange as “fashionable”. Irresponsible journalism on #ABC @abcnews @BreakfastNews,1568384017300606976
2022-09-09T23:41:00.000Z,fr,2156360967,"L'éco-anxiété chez les jeunes, qu'est-ce que c'est ? Et pourquoi devrait-on s'y intéresser de près ?

Un évènement rare, pointu, gratuit et organisé en Français depuis le 🇨🇦 par l'équipe @EcoNova_ca

Les détails 👇

#Mentalhealth #climatechange #education https://t.co/QyY3cD9Ffs",1568384006118604800
2022-09-09T23:40:46.000Z,en,1550015365081714688,"Why your local park is so vital in the fight against #ClimateChange : NPR
https://t.co/NKoXnxckay via @NPR
#NewYork #NYC #Parks #CentralPark",1568383945078718464
2022-09-09T23:40:21.000Z,en,2903047474,RT @TX_Climate: #climatechange costs continue to mount: this year’s scorching heat cost Texas cotton farmers and industries at least $2 bil…,1568383841617821698
2022-09-09T23:40:10.000Z,en,1581995870,@catturd2 Sometimes it gets really really windy. It scares me. #ClimateChange,1568383793865564161
2022-09-09T23:39:54.000Z,en,1517382236747665408,RT @anncherie49: #Fauziah just referred to #ClimateChange as “fashionable”. Irresponsible journalism on #ABC @abcnews @BreakfastNews,1568383726845063172
2022-09-09T23:39:37.000Z,en,2615044988,"RT @EkeleJiata: From #ClimateChange, Africa faces exponential collateral damage, posing systemic risks to its economies, infrastructure inv…",1568383657227812864
2022-09-09T23:39:20.000Z,en,922361848703328257,RT @anncherie49: #Fauziah just referred to #ClimateChange as “fashionable”. Irresponsible journalism on #ABC @abcnews @BreakfastNews,1568383585262141440
2022-09-09T23:39:18.000Z,cy,292619181,Kalashni coughdrop https://t.co/NfNZHxry13  #poetry #SpokenWord  #writer #publisher #bookofpoetry #peace #love #antiwar #ClimateChange 1,1568383574918971394
2022-09-09T23:38:22.000Z,en,1378550820,RT @anncherie49: #Fauziah just referred to #ClimateChange as “fashionable”. Irresponsible journalism on #ABC @abcnews @BreakfastNews,1568383342055407616
2022-09-09T23:38:09.000Z,en,19644337,RT @dvdmckay: We’ve got a new paper out on climate #TippingPoints in @ScienceMagazine: “Exceeding 1.5°C global warming could trigger multip…,1568383288833888256
2022-09-09T23:38:01.000Z,en,1261355240630059010,"Sorry, you can't be both an environmentalist AND pro-nuke.

https://t.co/s8V3PeC5If #nonukes #nuclear #nuclearpower #nuclearenergy #dirtyenergy #climate #climatechange #falsesolutions #moreharmthangood",1568383255199752192
2022-09-09T23:37:43.000Z,en,824454522869350400,RT @frequentbuyer1: @RepNancyMace And then there’s your vote AGAINST the #InflationReductionAct that addressed #ClimateChange issues that I…,1568383177227386881
2022-09-09T23:36:40.000Z,en,3259574756,RT @anncherie49: #Fauziah just referred to #ClimateChange as “fashionable”. Irresponsible journalism on #ABC @abcnews @BreakfastNews,1568382913133289472
2022-09-09T23:36:07.000Z,en,2188488030,"RT @EarthKikashi: Protect the country and regime
Maintaining economy and affluence
As a result, continue to burn fossil fuels
Leaders ignor…",1568382775924867072
2022-09-09T23:35:56.000Z,en,1105947487712366593,RT @anncherie49: #Fauziah just referred to #ClimateChange as “fashionable”. Irresponsible journalism on #ABC @abcnews @BreakfastNews,1568382730651725827
2022-09-09T23:35:52.000Z,en,1253249515,RT @anncherie49: #Fauziah just referred to #ClimateChange as “fashionable”. Irresponsible journalism on #ABC @abcnews @BreakfastNews,1568382710707818497
2022-09-09T23:35:49.000Z,qht,914226378,#ClimateChange https://t.co/Sob7HFOAKC,1568382699210948609
2022-09-09T23:35:42.000Z,en,225901906,RT @UNFPA_Arabic: The International Cooperation Forum #ICF is giving space to women and girls for a healthier plant #EgyptICF #ClimateChang…,1568382671797063681
2022-09-09T23:35:37.000Z,en,19609660,"#climate #change Links to FIXING CLIMATE CHANGE #climatechange #CO2 #global #warming #nature_beauty #nature #earth
https://t.co/Etll2yhSY7
https://t.co/Ulcd1QWZi9",1568382650255024128
2022-09-09T23:35:20.000Z,en,3418339671,"RT @i_ameztoy: Summer 2022 was warmest on record for #Svalbard

1991-2020 avg. temperature at the airport: 5,5 degrees |  last 10 years: 6,…",1568382577924534272
2022-09-09T23:34:45.000Z,en,2650617704,RT @dvdmckay: We’ve got a new paper out on climate #TippingPoints in @ScienceMagazine: “Exceeding 1.5°C global warming could trigger multip…,1568382433078419457
2022-09-09T23:34:30.000Z,en,225901906,RT @UNFPA_Arabic: Supporting women and girls in addressing #ClimateChange #EgyptICF @COP27P @UNFCCC https://t.co/DJkoYNS96J,1568382369853480961
2022-09-09T23:33:46.000Z,en,2544970722,"RT @Trudeaus_Ego: This afternoon, our cabinet meeting is about fighting #ClimateChange.

That's why all 35 members of cabinet flew to the w…",1568382183596871682
2022-09-09T23:33:44.000Z,qht,1315918007550369792,#ClimateChange #GlobalWarming #ClimateEmergency #Aridification #Drought #Heatwave https://t.co/pVEag2XNAS,1568382177133600769
2022-09-09T23:31:52.000Z,qme,1316425828549394436,#ClimateStrike #savetheplanet #savethetrees #climateaction #thereisnoplanetb #waterpollution #noplanetb #climate #climatechangeisreal #climatestrike #globalwarming #easyecotips #tips #ecofriendly #ecotips #greentips #savetheplanet #zerowaste #climatechange #GlobalWarming https://t.co/KMAa1tXKhV,1568381704141967360
2022-09-09T23:31:34.000Z,en,1431395987948441602,"RT @warrenswil: #POTUS signs huge new #ClimateChange law at WH gala
It’s a WINNER for #DEMS!
#GOP doesn’t care about #ClimateCrisis Every s…",1568381629256589315
